Ad_Group1,Dealer Name(match),Count,Est_IHD,Total_Calls,Retailer_Cost
BULK,40364,3535,2019-01-21,11.0,1665.34
GENERIC,72946,3000,2019-01-21,25.0,1092.0
GENERIC,7.02965e+09,3000,2019-01-21,22.0,1092.0
GENERIC,75419,3000,2019-01-21,36.0,1201.2
RADIUS,68611,2400,2019-01-21,12.0,1189.44
GENERIC,7.02733e+09,10000,2019-01-28,62.0,3640.0
GENERIC,7.00005e+09,39553,2019-01-28,221.0,12261.43
BULK,41432,3000,2019-01-28,11.0,1413.3
BULK,80366,3604,2019-01-28,7.0,1697.84
GENERIC,213930,10500,2019-01-28,,3822.0
GENERIC,213569,3000,2019-01-28,11.0,1092.0
GENERIC,44902,3000,2019-01-28,7.0,1201.2
RADIUS,72946,250,2019-01-28,,146.7
RADIUS,523,75,2019-01-28,2.0,56.66
RADIUS,69071,150,2019-01-28,,103.02
RADIUS,70590,125,2019-01-28,,80.69
RADIUS,7.00004e+09,250,2019-01-28,2.0,146.7
RADIUS,211483,525,2019-01-28,2.0,360.57
RADIUS,7.00004e+09,125,2019-01-28,,73.35
RADIUS,71627,75,2019-01-28,,51.51
RADIUS,7.01098e+09,75,2019-01-28,,51.51
RADIUS,213522,75,2019-01-28,,51.51
RADIUS,219227,125,2019-01-28,,73.35
RADIUS,89698,125,2019-01-28,,80.69
RADIUS,72086,750,2019-01-28,2.0,440.1
RADIUS,26337,150,2019-01-28,,113.3
RADIUS,7.00051e+09,125,2019-01-28,,73.35
RADIUS,7.00138e+09,125,2019-01-28,2.0,73.35
RADIUS,78930,75,2019-01-28,,56.6
RADIUS,65925,375,2019-01-28,1.0,185.85
RADIUS,89695,250,2019-01-28,,161.38
RADIUS,212619,500,2019-01-28,,293.4
RADIUS,212619,500,2019-01-28,1.0,293.4
RADIUS,7.00125e+09,125,2019-01-28,2.0,73.35
RADIUS,7.02364e+09,125,2019-01-28,,73.35
RADIUS,7.01012e+09,125,2019-01-28,,73.35
RADIUS,7.00029e+09,125,2019-01-28,1.0,73.35
RADIUS,7.00029e+09,4625,2019-01-28,18.0,2713.95
RADIUS,7.00009e+09,75,2019-01-28,,51.51
RADIUS,225456,75,2019-01-28,1.0,56.6
RADIUS,212759,75,2019-01-28,,51.51
RADIUS,88348,75,2019-01-28,,51.51
RADIUS,88348,150,2019-01-28,,103.02
RADIUS,40364,450,2019-01-28,,339.97
RADIUS,7.02214e+09,125,2019-01-28,1.0,73.35
RADIUS,7.02214e+09,250,2019-01-28,,146.7
RADIUS,7.02642e+09,375,2019-01-28,2.0,220.05
RADIUS,7.02642e+09,500,2019-01-28,2.0,293.4
RADIUS,7.02679e+09,125,2019-01-28,,73.35
RADIUS,7.02679e+09,125,2019-01-28,,73.35
RADIUS,7.00219e+09,125,2019-01-28,,73.35
RADIUS,86368,250,2019-01-28,3.0,146.7
RADIUS,69217,125,2019-01-28,2.0,73.35
RADIUS,73677,2850,2019-01-28,6.0,1957.38
RADIUS,224213,125,2019-01-28,,73.35
RADIUS,225026,75,2019-01-28,2.0,51.51
RADIUS,7.00029e+09,975,2019-01-28,2.0,669.63
RADIUS,7.00029e+09,750,2019-01-28,,440.1
RADIUS,7.00001e+09,150,2019-01-28,,103.02
RADIUS,213345,125,2019-01-28,,73.35
RADIUS,59272,250,2019-01-28,2.0,161.38
RADIUS,80366,150,2019-01-28,4.0,113.33
RADIUS,67411,225,2019-01-28,1.0,169.9
RADIUS,76745,75,2019-01-28,1.0,56.66
RADIUS,7.02842e+09,225,2019-01-28,,154.53
RADIUS,214636,375,2019-01-28,1.0,220.05
RADIUS,217236,375,2019-01-28,,220.05
RADIUS,213705,125,2019-01-28,,80.69
RADIUS,7.02733e+09,500,2019-01-28,,293.4
GENERIC,52109,3000,2019-01-28,5.0,1201.2
GENERIC,7.00038e+09,4414,2019-01-28,38.0,1606.7
GENERIC,40364,3521,2019-01-28,15.0,1409.81
GENERIC,213309,5000,2019-01-28,14.0,1820.0
GENERIC,53005,10000,2019-01-28,10.0,4004.0
GENERIC,70993,3000,2019-01-28,9.0,1201.2
RADIUS,73093,600,2019-01-28,2.0,270.3
RADIUS,7.01012e+09,1000,2019-01-28,2.0,450.5
BULK,41432,3000,2019-02-04,14.0,1476.0
BULK,75870,4880,2019-02-04,8.0,2400.96
GENERIC,213930,10500,2019-02-04,,3822.0
GENERIC,75894,3439,2019-02-04,67.0,1317.14
GENERIC,73677,26109,2019-02-04,167.0,9999.75
GENERIC,213524,7997,2019-02-04,42.0,3062.85
RADIUS,208453,75,2019-02-04,,58.01
RADIUS,54704,250,2019-02-04,,128.4
RADIUS,69211,375,2019-02-04,,220.05
RADIUS,69211,125,2019-02-04,,75.4
RADIUS,72946,250,2019-02-04,2.0,150.8
RADIUS,213627,250,2019-02-04,3.0,116.73
RADIUS,7.00007e+09,125,2019-02-04,,75.4
RADIUS,69071,75,2019-02-04,4.0,52.74
RADIUS,211483,1275,2019-02-04,2.0,896.58
RADIUS,212626,75,2019-02-04,1.0,52.74
RADIUS,41432,1625,2019-02-04,,1078.19
RADIUS,213939,125,2019-02-04,1.0,75.4
RADIUS,213522,75,2019-02-04,,52.74
RADIUS,219227,250,2019-02-04,3.0,150.8
RADIUS,72086,1000,2019-02-04,1.0,603.2
RADIUS,26337,150,2019-02-04,,116.03
RADIUS,7.00051e+09,375,2019-02-04,2.0,226.2
RADIUS,213837,125,2019-02-04,1.0,75.4
RADIUS,89695,125,2019-02-04,,82.94
RADIUS,7.02738e+09,125,2019-02-04,,75.4
RADIUS,0,125,2019-02-04,,75.4
RADIUS,212619,125,2019-02-04,,75.4
RADIUS,212619,125,2019-02-04,2.0,75.4
RADIUS,7.00125e+09,125,2019-02-04,,75.4
RADIUS,7.01012e+09,125,2019-02-04,,75.4
RADIUS,7.01012e+09,375,2019-02-04,,226.2
RADIUS,7.00029e+09,125,2019-02-04,5.0,75.4
RADIUS,7.00029e+09,5625,2019-02-04,15.0,3393.0
RADIUS,7.00221e+09,125,2019-02-04,,75.4
RADIUS,7.00004e+09,375,2019-02-04,,226.2
RADIUS,7.01182e+09,125,2019-02-04,2.0,75.4
RADIUS,88348,75,2019-02-04,,52.74
RADIUS,88348,75,2019-02-04,2.0,52.74
RADIUS,213907,125,2019-02-04,,75.4
RADIUS,40364,1275,2019-02-04,1.0,986.21
RADIUS,7.02214e+09,375,2019-02-04,1.0,226.2
RADIUS,7.02642e+09,125,2019-02-04,2.0,75.4
RADIUS,217206,1125,2019-02-04,,525.26
RADIUS,7.02679e+09,500,2019-02-04,,301.6
RADIUS,7.02679e+09,375,2019-02-04,,226.2
RADIUS,7.02528e+09,125,2019-02-04,,75.4
RADIUS,86368,125,2019-02-04,,75.4
RADIUS,69217,125,2019-02-04,1.0,75.4
RADIUS,73677,1575,2019-02-04,10.0,1107.54
RADIUS,89949,125,2019-02-04,3.0,82.94
RADIUS,225026,75,2019-02-04,,52.74
RADIUS,7.00029e+09,1950,2019-02-04,5.0,1371.24
RADIUS,7.00029e+09,300,2019-02-04,6.0,210.96
RADIUS,59272,125,2019-02-04,1.0,82.94
RADIUS,7.00004e+09,250,2019-02-04,,150.8
RADIUS,76745,75,2019-02-04,,58.01
RADIUS,7.02842e+09,225,2019-02-04,1.0,158.22
RADIUS,214636,375,2019-02-04,,226.2
RADIUS,7.02733e+09,125,2019-02-04,,75.4
BULK,76983,3000,2019-02-04,8.0,1476.0
BULK,16696,3810,2019-02-04,6.0,1874.52
GENERIC,7.00004e+09,3000,2019-02-04,15.0,1149.0
GENERIC,40364,3639,2019-02-04,22.0,1533.11
GENERIC,213309,5000,2019-02-04,33.0,1915.0
GENERIC,16559,3000,2019-02-04,21.0,1263.9
RADIUS,51381,400,2019-02-04,1.0,205.44
RADIUS,7.01012e+09,1000,2019-02-04,3.0,466.9
RADIUS,75885,2400,2019-02-04,19.0,1232.64
BULK,41432,3000,2019-02-11,6.0,1476.0
BULK,88348,10000,2019-02-11,11.0,3590.0
BULK,80366,3748,2019-02-11,12.0,1844.02
GENERIC,7.00249e+09,1000,2019-02-11,8.0,359.0
GENERIC,213930,10500,2019-02-11,,3822.0
GENERIC,69064,8000,2019-02-11,60.0,2872.0
GENERIC,7.00002e+09,1000,2019-02-11,10.0,359.0
GENERIC,7.00124e+09,5000,2019-02-11,14.0,1795.0
GENERIC,7.00138e+09,1000,2019-02-11,6.0,359.0
GENERIC,7.01454e+09,15000,2019-02-11,79.0,5385.0
GENERIC,7.0014e+09,1000,2019-02-11,2.0,359.0
GENERIC,7.02738e+09,3000,2019-02-11,14.0,1077.0
GENERIC,212619,5000,2019-02-11,7.0,1795.0
GENERIC,7.02364e+09,1000,2019-02-11,6.0,359.0
GENERIC,7.00029e+09,34000,2019-02-11,139.0,12206.0
GENERIC,7.00008e+09,3000,2019-02-11,14.0,1077.0
GENERIC,7.00002e+09,3000,2019-02-11,1.0,1077.0
GENERIC,7.02214e+09,8500,2019-02-11,,3051.5
GENERIC,7.03235e+09,5000,2019-02-11,8.0,1795.0
GENERIC,44902,3000,2019-02-11,21.0,1263.9
GENERIC,7.00219e+09,2000,2019-02-11,30.0,718.0
GENERIC,7.02796e+09,1000,2019-02-11,21.0,359.0
GENERIC,7.00004e+09,3000,2019-02-11,9.0,1077.0
GENERIC,0,3000,2019-02-11,21.0,1077.0
GENERIC,7.02842e+09,9615,2019-02-11,42.0,3682.55
GENERIC,76298,2000,2019-02-11,6.0,718.0
GENERIC,7.01751e+09,3000,2019-02-11,4.0,1077.0
RADIUS,72946,250,2019-02-11,2.0,150.8
RADIUS,69071,150,2019-02-11,4.0,105.48
RADIUS,70590,125,2019-02-11,,82.94
RADIUS,7.00004e+09,375,2019-02-11,3.0,226.2
RADIUS,7.00024e+09,125,2019-02-11,,75.4
RADIUS,211483,525,2019-02-11,2.0,369.18
RADIUS,212626,75,2019-02-11,,52.74
RADIUS,71627,75,2019-02-11,,52.74
RADIUS,41432,875,2019-02-11,1.0,580.56
RADIUS,72086,375,2019-02-11,,226.2
RADIUS,26337,75,2019-02-11,,58.01
RADIUS,7.00051e+09,250,2019-02-11,,150.8
RADIUS,7.00051e+09,250,2019-02-11,1.0,150.8
RADIUS,70396,750,2019-02-11,,350.18
RADIUS,78930,75,2019-02-11,1.0,58.01
RADIUS,7.02738e+09,500,2019-02-11,2.0,301.6
RADIUS,0,125,2019-02-11,,75.4
RADIUS,212619,125,2019-02-11,,75.4
RADIUS,212619,375,2019-02-11,1.0,226.2
RADIUS,7.01112e+09,250,2019-02-11,1.0,116.73
RADIUS,7.02364e+09,250,2019-02-11,1.0,150.8
RADIUS,7.02364e+09,125,2019-02-11,,75.4
RADIUS,7.01012e+09,250,2019-02-11,,150.8
RADIUS,7.00029e+09,2750,2019-02-11,5.0,1658.8
RADIUS,7.00078e+09,125,2019-02-11,,75.4
RADIUS,7.00008e+09,250,2019-02-11,,150.8
RADIUS,7.00004e+09,125,2019-02-11,,75.4
RADIUS,88348,75,2019-02-11,,52.74
RADIUS,213907,125,2019-02-11,,75.4
RADIUS,40364,375,2019-02-11,3.0,290.06
RADIUS,7.02214e+09,375,2019-02-11,,226.2
RADIUS,7.02642e+09,250,2019-02-11,1.0,150.8
RADIUS,217206,1125,2019-02-11,3.0,525.26
RADIUS,7.02679e+09,250,2019-02-11,1.0,150.8
RADIUS,7.02679e+09,375,2019-02-11,,226.2
RADIUS,7.00219e+09,125,2019-02-11,,75.4
RADIUS,86368,125,2019-02-11,2.0,75.4
RADIUS,69217,125,2019-02-11,2.0,75.4
RADIUS,208047,75,2019-02-11,,58.01
RADIUS,73677,1725,2019-02-11,11.0,1213.02
RADIUS,224885,250,2019-02-11,1.0,150.8
RADIUS,224213,250,2019-02-11,,150.8
RADIUS,26992,125,2019-02-11,10.0,82.94
RADIUS,225026,75,2019-02-11,1.0,52.74
RADIUS,30718,375,2019-02-11,1.0,192.6
RADIUS,7.00029e+09,900,2019-02-11,5.0,632.88
RADIUS,213345,125,2019-02-11,,75.4
RADIUS,59272,125,2019-02-11,,82.94
RADIUS,76745,75,2019-02-11,,58.01
RADIUS,7.02842e+09,225,2019-02-11,,158.22
RADIUS,214636,125,2019-02-11,,75.4
RADIUS,211211,75,2019-02-11,,58.01
RADIUS,7.02733e+09,250,2019-02-11,2.0,150.8
BULK,16696,3811,2019-02-11,12.0,1875.0
GENERIC,7.00007e+09,4000,2019-02-11,7.0,1436.0
GENERIC,7.00125e+09,2000,2019-02-11,13.0,718.0
GENERIC,16176,3000,2019-02-11,10.0,1263.9
GENERIC,7.02642e+09,3000,2019-02-11,18.0,1077.0
GENERIC,71735,6756,2019-02-11,100.0,2846.3
RADIUS,7.00179e+09,1200,2019-02-11,14.0,560.28
RADIUS,7.01012e+09,1000,2019-02-11,,373.52
RADIUS,7.00029e+09,400,2019-02-11,,187.96
GENERIC,7.00038e+09,16928,2019-02-18,134.0,6483.42
GENERIC,7.00038e+09,30595,2019-02-18,172.0,11717.86
BULK,70174,3121,2019-02-18,5.0,1535.53
BULK,41432,3000,2019-02-18,22.0,1476.0
BULK,226548,3747,2019-02-18,5.0,1843.52
BULK,75870,3140,2019-02-18,2.0,1544.88
GENERIC,7.02738e+09,3000,2019-02-18,28.0,1077.0
GENERIC,7.00038e+09,24673,2019-02-18,98.0,9449.76
GENERIC,7.02679e+09,5000,2019-02-18,39.0,1795.0
GENERIC,7.00005e+09,20000,2019-02-18,96.0,6200.0
RADIUS,54704,250,2019-02-18,1.0,128.4
RADIUS,523,75,2019-02-18,,58.01
RADIUS,71627,75,2019-02-18,1.0,52.74
RADIUS,70029,250,2019-02-18,,116.73
RADIUS,41432,1375,2019-02-18,2.0,912.31
RADIUS,72086,250,2019-02-18,1.0,150.8
RADIUS,26337,375,2019-02-18,,290.06
RADIUS,44047,250,2019-02-18,,165.88
RADIUS,40364,450,2019-02-18,7.0,348.08
RADIUS,217206,1875,2019-02-18,4.0,875.44
RADIUS,42211,125,2019-02-18,5.0,82.94
RADIUS,86368,625,2019-02-18,1.0,377.0
RADIUS,208047,75,2019-02-18,1.0,58.01
RADIUS,73677,1650,2019-02-18,10.0,1160.28
RADIUS,59272,125,2019-02-18,,82.94
RADIUS,76745,75,2019-02-18,,58.01
RADIUS,85092,250,2019-02-18,1.0,165.88
RADIUS,213705,125,2019-02-18,,82.94
BULK,40364,3535,2019-02-18,,1739.22
GENERIC,69156,5221,2019-02-18,,1999.64
GENERIC,212619,5000,2019-02-18,52.0,1795.0
GENERIC,7.02214e+09,8500,2019-02-18,69.0,3051.5
GENERIC,69147,3000,2019-02-18,8.0,1149.0
GENERIC,213309,5000,2019-02-18,27.0,1915.0
RADIUS,72946,250,2019-02-18,,150.8
RADIUS,7.00007e+09,125,2019-02-18,,75.4
RADIUS,7.00004e+09,250,2019-02-18,,150.8
RADIUS,7.00024e+09,125,2019-02-18,,75.4
RADIUS,7.00024e+09,125,2019-02-18,,75.4
RADIUS,211483,225,2019-02-18,,158.22
RADIUS,7.00004e+09,125,2019-02-18,3.0,75.4
RADIUS,7.01098e+09,75,2019-02-18,1.0,52.74
RADIUS,7.00051e+09,125,2019-02-18,,75.4
RADIUS,213837,250,2019-02-18,1.0,150.8
RADIUS,7.02738e+09,625,2019-02-18,,377.0
RADIUS,0,125,2019-02-18,,75.4
RADIUS,212619,125,2019-02-18,,75.4
RADIUS,212619,250,2019-02-18,,150.8
RADIUS,7.01112e+09,500,2019-02-18,2.0,233.45
RADIUS,7.00511e+09,75,2019-02-18,2.0,52.74
RADIUS,7.01012e+09,250,2019-02-18,,150.8
RADIUS,7.00029e+09,3875,2019-02-18,5.0,2337.4
RADIUS,7.00008e+09,250,2019-02-18,,150.8
RADIUS,88348,75,2019-02-18,1.0,52.74
RADIUS,213907,125,2019-02-18,,75.4
RADIUS,7.02214e+09,125,2019-02-18,,75.4
RADIUS,7.02642e+09,500,2019-02-18,2.0,301.6
RADIUS,7.02679e+09,500,2019-02-18,1.0,301.6
RADIUS,7.02679e+09,500,2019-02-18,3.0,301.6
RADIUS,7.01331e+09,125,2019-02-18,13.0,75.4
RADIUS,224213,125,2019-02-18,,75.4
RADIUS,211891,125,2019-02-18,,75.4
RADIUS,225026,75,2019-02-18,1.0,52.74
RADIUS,7.0008e+09,125,2019-02-18,19.0,75.4
RADIUS,7.00029e+09,1275,2019-02-18,6.0,896.58
RADIUS,7.00001e+09,75,2019-02-18,,52.74
RADIUS,7.00004e+09,125,2019-02-18,1.0,75.4
RADIUS,214636,250,2019-02-18,1.0,150.8
RADIUS,72991,375,2019-02-18,3.0,175.09
RADIUS,7.02733e+09,750,2019-02-18,,452.4
RADIUS,212558,1800,2019-02-18,,924.48
BULK,51264,3049,2019-02-25,5.0,1500.11
BULK,80366,3570,2019-02-25,16.0,1756.44
BULK,41432,3000,2019-02-25,13.0,1476.0
GENERIC,213930,10500,2019-02-25,,3822.0
GENERIC,40756,3000,2019-02-25,10.0,1263.9
GENERIC,44902,3000,2019-02-25,39.0,1263.9
GENERIC,7.00005e+09,20000,2019-02-25,132.0,6200.0
RADIUS,69211,125,2019-02-25,,75.4
RADIUS,7.00024e+09,125,2019-02-25,3.0,75.4
RADIUS,211483,600,2019-02-25,,421.92
RADIUS,84428,250,2019-02-25,,150.8
RADIUS,70029,500,2019-02-25,1.0,233.45
RADIUS,41432,750,2019-02-25,36.0,497.63
RADIUS,72086,1250,2019-02-25,1.0,754.0
RADIUS,70396,375,2019-02-25,2.0,175.09
RADIUS,89695,125,2019-02-25,,82.94
RADIUS,7.02738e+09,250,2019-02-25,,150.8
RADIUS,212619,500,2019-02-25,,301.6
RADIUS,212619,375,2019-02-25,2.0,226.2
RADIUS,7.02364e+09,125,2019-02-25,,75.4
RADIUS,7.01012e+09,375,2019-02-25,2.0,226.2
RADIUS,7.00029e+09,875,2019-02-25,11.0,527.8
RADIUS,7.00009e+09,75,2019-02-25,,52.74
RADIUS,7.00078e+09,125,2019-02-25,,75.4
RADIUS,7.00004e+09,125,2019-02-25,,75.4
RADIUS,212759,75,2019-02-25,,52.74
RADIUS,40364,225,2019-02-25,2.0,174.04
RADIUS,7.02642e+09,125,2019-02-25,7.0,75.4
RADIUS,7.02642e+09,250,2019-02-25,2.0,150.8
RADIUS,217206,375,2019-02-25,3.0,175.09
RADIUS,7.02679e+09,250,2019-02-25,1.0,150.8
RADIUS,213928,125,2019-02-25,,75.4
RADIUS,86368,125,2019-02-25,2.0,75.4
RADIUS,69217,125,2019-02-25,1.0,75.4
RADIUS,73677,1125,2019-02-25,5.0,791.1
RADIUS,224213,125,2019-02-25,2.0,75.4
RADIUS,7.02796e+09,125,2019-02-25,,75.4
RADIUS,211891,125,2019-02-25,,75.4
RADIUS,89949,125,2019-02-25,1.0,82.94
RADIUS,7.00029e+09,900,2019-02-25,4.0,632.88
RADIUS,7.00101e+09,250,2019-02-25,3.0,150.8
RADIUS,213345,125,2019-02-25,1.0,75.4
RADIUS,7.0011e+09,75,2019-02-25,1.0,52.74
RADIUS,59272,125,2019-02-25,1.0,82.94
RADIUS,7.02842e+09,75,2019-02-25,1.0,52.74
RADIUS,214636,125,2019-02-25,1.0,75.4
RADIUS,7.02733e+09,125,2019-02-25,1.0,75.4
GENERIC,69064,4500,2019-02-25,39.0,1723.5
GENERIC,7.00119e+09,3000,2019-02-25,27.0,1149.0
GENERIC,16176,3000,2019-02-25,12.0,1263.9
GENERIC,40364,3521,2019-02-25,8.0,1483.4
GENERIC,69147,3000,2019-02-25,20.0,1149.0
GENERIC,70993,6000,2019-02-25,12.0,2527.8
RADIUS,7.00221e+09,1000,2019-02-25,7.0,466.9
RADIUS,84685,1000,2019-02-25,5.0,466.9
RADIUS,85092,1200,2019-02-25,11.0,616.32
BULK,75870,4618,2019-03-04,14.0,2272.06
BULK,7.01199e+09,20119,2019-03-04,,7892.68
BULK,7.01749e+09,4425,2019-03-04,,1979.3
BULK,7.00154e+09,4471,2019-03-04,,1999.88
GENERIC,7.00029e+09,5221,2019-03-04,31.0,1999.64
GENERIC,7.02842e+09,9615,2019-03-04,64.0,3682.55
GENERIC,7.00005e+09,20000,2019-03-04,202.0,6200.0
RADIUS,7.00004e+09,125,2019-03-04,1.0,75.4
RADIUS,7.00024e+09,125,2019-03-04,1.0,75.4
RADIUS,211483,600,2019-03-04,,421.92
RADIUS,212626,75,2019-03-04,2.0,52.74
RADIUS,84428,125,2019-03-04,2.0,75.4
RADIUS,71627,75,2019-03-04,,52.74
RADIUS,72086,750,2019-03-04,2.0,452.4
RADIUS,7.00051e+09,125,2019-03-04,,75.4
RADIUS,7.02738e+09,250,2019-03-04,,150.8
RADIUS,0,375,2019-03-04,,226.2
RADIUS,212619,125,2019-03-04,,75.4
RADIUS,212619,125,2019-03-04,,75.4
RADIUS,7.01112e+09,250,2019-03-04,1.0,116.73
RADIUS,7.00511e+09,150,2019-03-04,2.0,105.48
RADIUS,72610,250,2019-03-04,1.0,150.8
RADIUS,7.00029e+09,1375,2019-03-04,6.0,829.4
RADIUS,7.00029e+09,2000,2019-03-04,8.0,1206.4
RADIUS,7.00078e+09,125,2019-03-04,9.0,75.4
RADIUS,7.01182e+09,125,2019-03-04,,75.4
RADIUS,7.02679e+09,625,2019-03-04,,377.0
RADIUS,7.02679e+09,750,2019-03-04,,452.4
RADIUS,73311,75,2019-03-04,2.0,52.72
RADIUS,86368,250,2019-03-04,,150.8
RADIUS,7.01064e+09,125,2019-03-04,,75.4
RADIUS,73677,2325,2019-03-04,5.0,1634.94
RADIUS,224213,250,2019-03-04,1.0,150.8
RADIUS,211891,125,2019-03-04,1.0,75.4
RADIUS,225026,75,2019-03-04,,52.74
RADIUS,7.00029e+09,1650,2019-03-04,2.0,1160.28
RADIUS,214636,125,2019-03-04,6.0,75.4
RADIUS,209453,75,2019-03-04,,52.72
RADIUS,217236,125,2019-03-04,,75.4
RADIUS,213527,75,2019-03-04,3.0,52.74
BULK,72946,3000,2019-03-04,12.0,1341.9
BULK,41432,3000,2019-03-04,13.0,1476.0
GENERIC,7.00004e+09,3000,2019-03-04,16.0,1149.0
GENERIC,53005,3000,2019-03-04,8.0,1263.9
GENERIC,40364,3639,2019-03-04,35.0,1533.11
GENERIC,213309,3000,2019-03-04,8.0,1149.0
RADIUS,70590,125,2019-03-04,1.0,82.94
RADIUS,26337,150,2019-03-04,,116.03
RADIUS,223599,75,2019-03-04,,58.01
RADIUS,89695,125,2019-03-04,1.0,82.94
RADIUS,26513,250,2019-03-04,,128.4
RADIUS,76142,250,2019-03-04,1.0,165.88
RADIUS,40364,300,2019-03-04,,232.05
RADIUS,208047,75,2019-03-04,,58.01
RADIUS,89949,125,2019-03-04,1.0,82.94
RADIUS,76745,150,2019-03-04,,116.03
RADIUS,213705,125,2019-03-04,,82.94
RADIUS,211211,75,2019-03-04,,58.01
RADIUS,77711,1200,2019-03-04,4.0,560.28
RADIUS,31176,800,2019-03-04,1.0,410.88
RADIUS,227622,200,2019-03-04,2.0,93.38
RADIUS,213705,200,2019-03-04,,102.72
BULK,41432,4780,2019-03-11,16.0,2351.76
RADIUS,44941,75,2019-03-11,,58.01
RADIUS,89698,125,2019-03-11,,82.94
RADIUS,44047,125,2019-03-11,1.0,82.94
RADIUS,72610,125,2019-03-11,1.0,75.4
RADIUS,7.00029e+09,1750,2019-03-11,1.0,1055.6
RADIUS,26513,750,2019-03-11,2.0,385.2
RADIUS,76142,250,2019-03-11,,165.88
RADIUS,40364,375,2019-03-11,2.0,290.06
RADIUS,208047,75,2019-03-11,1.0,58.01
RADIUS,59272,375,2019-03-11,4.0,248.82
RADIUS,76745,75,2019-03-11,,58.01
RADIUS,211211,75,2019-03-11,1.0,58.01
BULK,69140,3000,2019-03-11,2.0,1341.9
BULK,76983,3000,2019-03-11,7.0,1476.0
BULK,76202,3000,2019-03-11,4.0,1476.0
BULK,71258,5000,2019-03-11,11.0,2377.5
BULK,31447,3000,2019-03-11,17.0,1476.0
GENERIC,213309,3000,2019-03-11,13.0,1149.0
GENERIC,70993,3000,2019-03-11,15.0,1263.9
GENERIC,72738,3000,2019-03-11,24.0,1149.0
RADIUS,211483,600,2019-03-11,,421.92
RADIUS,84428,125,2019-03-11,,75.4
RADIUS,71627,150,2019-03-11,,105.48
RADIUS,7.01098e+09,300,2019-03-11,,210.96
RADIUS,213522,75,2019-03-11,2.0,52.74
RADIUS,72086,750,2019-03-11,1.0,452.4
RADIUS,7.00051e+09,125,2019-03-11,,75.4
RADIUS,213837,125,2019-03-11,,75.4
RADIUS,7.02738e+09,125,2019-03-11,1.0,75.4
RADIUS,0,125,2019-03-11,,75.4
RADIUS,212619,375,2019-03-11,,226.2
RADIUS,212619,500,2019-03-11,,301.6
RADIUS,7.00003e+09,125,2019-03-11,44.0,75.4
RADIUS,7.01012e+09,250,2019-03-11,,150.8
RADIUS,7.00029e+09,1750,2019-03-11,9.0,1055.6
RADIUS,7.00004e+09,125,2019-03-11,,75.4
RADIUS,212759,75,2019-03-11,,52.74
RADIUS,7.02679e+09,750,2019-03-11,1.0,452.4
RADIUS,7.02679e+09,500,2019-03-11,2.0,301.6
RADIUS,7.00051e+09,125,2019-03-11,3.0,75.4
RADIUS,86368,375,2019-03-11,2.0,226.2
RADIUS,73677,1800,2019-03-11,3.0,1265.76
RADIUS,225026,75,2019-03-11,,52.74
RADIUS,7.00029e+09,675,2019-03-11,4.0,474.66
RADIUS,217236,375,2019-03-11,,226.2
RADIUS,7.02733e+09,125,2019-03-11,,75.4
RADIUS,213069,1600,2019-03-11,19.0,821.76
RADIUS,0,800,2019-03-11,7.0,410.88
RADIUS,7.01121e+09,600,2019-03-11,13.0,308.16
RADIUS,213705,200,2019-03-11,2.0,102.72
GENERIC,213524,6285,2019-03-18,29.0,2407.16
RADIUS,69211,125,2019-03-18,2.0,75.4
RADIUS,72946,250,2019-03-18,,150.8
RADIUS,69071,150,2019-03-18,,105.48
RADIUS,213566,75,2019-03-18,,52.74
RADIUS,211483,225,2019-03-18,,158.22
RADIUS,84428,125,2019-03-18,3.0,75.4
RADIUS,70029,250,2019-03-18,1.0,111.73
RADIUS,72086,500,2019-03-18,2.0,301.6
RADIUS,7.00051e+09,375,2019-03-18,7.0,226.2
RADIUS,213837,125,2019-03-18,,75.4
RADIUS,7.02738e+09,375,2019-03-18,,226.2
RADIUS,7.02738e+09,125,2019-03-18,,75.4
RADIUS,212619,125,2019-03-18,,75.4
RADIUS,212619,500,2019-03-18,,301.6
RADIUS,7.00125e+09,125,2019-03-18,,75.4
RADIUS,7.01012e+09,250,2019-03-18,,150.8
RADIUS,7.00029e+09,3250,2019-03-18,8.0,1960.4
RADIUS,7.00009e+09,75,2019-03-18,,52.74
RADIUS,7.01182e+09,125,2019-03-18,,75.4
RADIUS,7.01182e+09,250,2019-03-18,,150.8
RADIUS,212759,75,2019-03-18,5.0,52.74
RADIUS,7.02679e+09,250,2019-03-18,,150.8
RADIUS,7.02679e+09,250,2019-03-18,1.0,150.8
RADIUS,213928,125,2019-03-18,,75.4
RADIUS,73677,1800,2019-03-18,2.0,1265.76
RADIUS,224213,250,2019-03-18,,150.8
RADIUS,225026,75,2019-03-18,1.0,52.74
RADIUS,7.00029e+09,1425,2019-03-18,8.0,1002.06
RADIUS,7.00001e+09,75,2019-03-18,,52.74
RADIUS,7.02842e+09,75,2019-03-18,,52.74
RADIUS,209453,75,2019-03-18,,52.72
RADIUS,217236,125,2019-03-18,1.0,75.4
RADIUS,7.02733e+09,375,2019-03-18,,226.2
GENERIC,7.00162e+09,7698,2019-03-18,26.0,2948.33
GENERIC,7.00162e+09,4828,2019-03-18,15.0,2159.56
GENERIC,7.00162e+09,9643,2019-03-18,23.0,4168.67
GENERIC,7.00162e+09,3001,2019-03-18,5.0,1342.35
