Ad_Group1,Dealer Name(match),Count,Est_IHD,Total_Calls,Retailer_Cost
RADIUS,0,500,2018-03-05,,290.9
RADIUS,212619,250,2018-03-05,,145.45
RADIUS,7.00005e+09,1500,2018-03-05,5.0,872.7
RADIUS,7.02364e+09,250,2018-03-05,,145.45
RADIUS,7.00029e+09,625,2018-03-05,,363.63
RADIUS,7.00029e+09,1375,2018-03-05,1.0,799.98
RADIUS,26513,500,2018-03-05,3.0,245.0
RADIUS,213368,250,2018-03-05,11.0,111.38
RADIUS,7.00162e+09,375,2018-03-05,,167.06
RADIUS,0,375,2018-03-05,,183.75
RADIUS,7.00004e+09,250,2018-03-05,,145.45
RADIUS,7.00038e+09,16580,2018-03-05,7.0,7386.39
RADIUS,7.00038e+09,500,2018-03-05,,222.75
RADIUS,7.00002e+09,75,2018-03-05,,51.14
RADIUS,88348,225,2018-03-05,,153.41
RADIUS,88348,225,2018-03-05,,153.41
RADIUS,7.01979e+09,125,2018-03-05,1.0,72.73
RADIUS,16012,300,2018-03-05,1.0,225.0
RADIUS,40364,975,2018-03-05,3.0,731.25
RADIUS,7.02214e+09,250,2018-03-05,,145.45
RADIUS,7.02642e+09,875,2018-03-05,1.0,509.08
RADIUS,7.02642e+09,250,2018-03-05,2.0,111.38
RADIUS,213733,125,2018-03-05,4.0,72.73
RADIUS,7.00001e+09,75,2018-03-05,,51.14
RADIUS,72097,750,2018-03-05,4.0,334.13
RADIUS,7.02679e+09,625,2018-03-05,,363.63
RADIUS,7.02679e+09,125,2018-03-05,,72.73
RADIUS,7.02697e+09,125,2018-03-05,4.0,72.73
RADIUS,69209,125,2018-03-05,,72.73
RADIUS,69217,250,2018-03-05,,145.45
RADIUS,208047,75,2018-03-05,,56.25
RADIUS,73677,6000,2018-03-05,9.0,2673.0
RADIUS,89949,125,2018-03-05,,80.0
RADIUS,7.00004e+09,75,2018-03-05,,51.14
RADIUS,42220,375,2018-03-05,,240.0
RADIUS,7.00029e+09,900,2018-03-05,,613.62
RADIUS,7.00001e+09,75,2018-03-05,,51.14
RADIUS,7.00001e+09,75,2018-03-05,2.0,51.14
RADIUS,7.00101e+09,125,2018-03-05,2.0,72.73
RADIUS,59272,250,2018-03-05,,160.0
RADIUS,7.00016e+09,375,2018-03-05,,255.68
RADIUS,7.00004e+09,125,2018-03-05,2.0,72.73
RADIUS,75419,150,2018-03-05,1.0,112.5
RADIUS,53884,4985,2018-03-05,3.0,2442.65
RADIUS,79633,300,2018-03-05,,204.54
RADIUS,79633,75,2018-03-05,6.0,51.14
RADIUS,76745,225,2018-03-05,,168.75
RADIUS,75870,1500,2018-03-05,1.0,735.0
RADIUS,7.02733e+09,125,2018-03-05,,72.73
RADIUS,7.02733e+09,1000,2018-03-05,1.0,581.8
GENERIC,7.00005e+09,32500,2018-03-05,190.0,11667.5
GENERIC,213309,4000,2018-03-05,26.0,1436.0
GENERIC,70993,3000,2018-03-05,8.0,1185.0
GENERIC,72738,3000,2018-03-05,15.0,1077.0
GENERIC,75894,6000,2018-03-05,68.0,2154.0
RADIUS,7.01098e+09,300,2018-03-05,,204.54
GENERIC,70174,3000,2018-03-12,11.0,1185.0
GENERIC,75885,5000,2018-03-12,27.0,1975.0
GENERIC,75894,6000,2018-03-12,51.0,2154.0
GENERIC,76015,7405,2018-03-12,32.0,2924.98
GENERIC,44902,3000,2018-03-12,19.0,1185.0
RADIUS,69064,125,2018-03-12,7.0,72.73
RADIUS,7.01922e+09,125,2018-03-12,,72.73
RADIUS,54704,1500,2018-03-12,,735.0
RADIUS,69211,125,2018-03-12,1.0,72.73
RADIUS,523,75,2018-03-12,,56.25
RADIUS,7.02068e+09,125,2018-03-12,1.0,72.73
RADIUS,7.00007e+09,125,2018-03-12,,72.73
RADIUS,213566,75,2018-03-12,2.0,51.14
RADIUS,44941,75,2018-03-12,,51.14
RADIUS,211483,825,2018-03-12,5.0,562.49
RADIUS,7.00013e+09,375,2018-03-12,1.0,255.68
RADIUS,7.02965e+09,125,2018-03-12,,72.73
RADIUS,71627,75,2018-03-12,1.0,51.14
RADIUS,42959,75,2018-03-12,,56.25
RADIUS,79773,75,2018-03-12,,51.14
RADIUS,7.02695e+09,125,2018-03-12,,72.73
RADIUS,213522,75,2018-03-12,,51.14
RADIUS,78930,75,2018-03-12,,56.25
RADIUS,213735,150,2018-03-12,2.0,102.27
RADIUS,7.02738e+09,375,2018-03-12,,218.18
RADIUS,0,125,2018-03-12,4.0,72.73
RADIUS,212619,500,2018-03-12,1.0,290.9
RADIUS,7.00005e+09,2750,2018-03-12,1.0,1599.95
RADIUS,7.02364e+09,125,2018-03-12,,72.73
RADIUS,7.00029e+09,500,2018-03-12,1.0,290.9
RADIUS,7.00029e+09,1375,2018-03-12,6.0,799.98
RADIUS,7.00009e+09,75,2018-03-12,1.0,51.14
RADIUS,7.00162e+09,1875,2018-03-12,1.0,835.31
RADIUS,7.00038e+09,18842,2018-03-12,1.0,8394.11
RADIUS,7.00002e+09,75,2018-03-12,1.0,51.14
RADIUS,88348,150,2018-03-12,5.0,102.27
RADIUS,88348,75,2018-03-12,1.0,51.14
RADIUS,16012,150,2018-03-12,,112.5
RADIUS,40364,1125,2018-03-12,3.0,843.75
RADIUS,7.02642e+09,250,2018-03-12,2.0,145.45
RADIUS,7.02642e+09,125,2018-03-12,,72.73
RADIUS,72097,750,2018-03-12,2.0,334.13
RADIUS,7.03235e+09,125,2018-03-12,1.0,72.73
RADIUS,7.02679e+09,500,2018-03-12,2.0,290.9
RADIUS,7.02679e+09,375,2018-03-12,,218.18
RADIUS,7.03e+09,75,2018-03-12,,51.14
RADIUS,69209,250,2018-03-12,,145.45
RADIUS,213643,250,2018-03-12,6.0,111.38
RADIUS,208047,75,2018-03-12,,56.25
RADIUS,73677,9000,2018-03-12,15.0,4009.5
RADIUS,7.02796e+09,250,2018-03-12,,145.45
RADIUS,42220,125,2018-03-12,,80.0
RADIUS,7.00029e+09,1405,2018-03-12,3.0,957.93
RADIUS,7.00001e+09,150,2018-03-12,1.0,102.27
RADIUS,41731,125,2018-03-12,2.0,80.0
RADIUS,59272,125,2018-03-12,,80.0
RADIUS,7.00016e+09,75,2018-03-12,,51.14
RADIUS,7.02794e+09,125,2018-03-12,,72.73
RADIUS,53884,1500,2018-03-12,7.0,735.0
RADIUS,79633,300,2018-03-12,,204.54
RADIUS,76745,75,2018-03-12,,56.25
RADIUS,76059,375,2018-03-12,1.0,240.0
RADIUS,62018,125,2018-03-12,,80.0
RADIUS,75870,507,2018-03-12,,248.43
RADIUS,7.02733e+09,250,2018-03-12,,145.45
RADIUS,7.02733e+09,500,2018-03-12,,290.9
GENERIC,26356,3000,2018-03-12,12.0,1185.0
GENERIC,68611,12025,2018-03-12,46.0,4749.88
GENERIC,73090,3000,2018-03-12,11.0,1077.0
GENERIC,26513,3000,2018-03-12,15.0,1185.0
GENERIC,213524,10177,2018-03-12,35.0,3653.54
GENERIC,213524,11100,2018-03-12,67.0,3984.9
RADIUS,7.01098e+09,300,2018-03-12,1.0,204.54
RADIUS,7.00179e+09,1600,2018-03-12,3.0,712.8
RADIUS,208099,200,2018-03-12,1.0,89.1
GENERIC,41432,5000,2018-03-19,28.0,1975.0
GENERIC,26337,5000,2018-03-19,10.0,1975.0
GENERIC,37184,3000,2018-03-19,8.0,1185.0
GENERIC,75894,6000,2018-03-19,176.0,2154.0
GENERIC,40364,15822,2018-03-19,119.0,6249.69
GENERIC,217081,4387,2018-03-19,8.0,1574.93
RADIUS,54704,750,2018-03-19,,367.5
RADIUS,7.02068e+09,125,2018-03-19,,72.73
RADIUS,7.00007e+09,250,2018-03-19,1.0,145.45
RADIUS,213566,75,2018-03-19,,51.14
RADIUS,42604,250,2018-03-19,3.0,122.5
RADIUS,7.00004e+09,75,2018-03-19,2.0,51.14
RADIUS,72393,250,2018-03-19,,160.0
RADIUS,211483,375,2018-03-19,,255.68
RADIUS,7.00013e+09,225,2018-03-19,,153.41
RADIUS,212626,75,2018-03-19,1.0,51.14
RADIUS,42959,75,2018-03-19,,56.25
RADIUS,79773,75,2018-03-19,,51.14
RADIUS,73093,125,2018-03-19,3.0,72.73
RADIUS,213939,125,2018-03-19,,72.73
RADIUS,7.01098e+09,225,2018-03-19,,153.41
RADIUS,210401,125,2018-03-19,,80.0
RADIUS,7.00051e+09,125,2018-03-19,2.0,72.73
RADIUS,7.00009e+09,125,2018-03-19,1.0,72.73
RADIUS,78930,75,2018-03-19,1.0,56.25
RADIUS,7.02738e+09,125,2018-03-19,,72.73
RADIUS,212619,125,2018-03-19,4.0,72.73
RADIUS,7.00005e+09,500,2018-03-19,1.0,290.9
RADIUS,7.02364e+09,125,2018-03-19,,72.73
RADIUS,7.00029e+09,750,2018-03-19,3.0,436.35
RADIUS,7.00029e+09,625,2018-03-19,7.0,363.63
RADIUS,7.00162e+09,1500,2018-03-19,,668.25
RADIUS,7.00008e+09,125,2018-03-19,,72.73
RADIUS,0,375,2018-03-19,5.0,183.75
RADIUS,7.00004e+09,250,2018-03-19,,145.45
RADIUS,7.00038e+09,13267,2018-03-19,5.0,5910.45
RADIUS,7.00038e+09,250,2018-03-19,,111.38
RADIUS,7.00002e+09,75,2018-03-19,,51.14
RADIUS,88348,150,2018-03-19,,102.27
RADIUS,88348,375,2018-03-19,1.0,255.68
RADIUS,213907,125,2018-03-19,2.0,72.73
RADIUS,40364,750,2018-03-19,,562.5
RADIUS,7.02214e+09,125,2018-03-19,,72.73
RADIUS,7.02642e+09,375,2018-03-19,,218.18
RADIUS,213069,500,2018-03-19,,245.0
RADIUS,7.02679e+09,125,2018-03-19,1.0,72.73
RADIUS,7.02679e+09,125,2018-03-19,1.0,72.73
RADIUS,7.02109e+09,250,2018-03-19,,145.45
RADIUS,7.01331e+09,125,2018-03-19,,72.73
RADIUS,69209,125,2018-03-19,,72.73
RADIUS,208047,75,2018-03-19,1.0,56.25
RADIUS,73677,5500,2018-03-19,6.0,2450.25
RADIUS,89949,125,2018-03-19,,80.0
RADIUS,26992,125,2018-03-19,7.0,80.0
RADIUS,7.0008e+09,250,2018-03-19,,111.38
RADIUS,44554,250,2018-03-19,2.0,122.5
RADIUS,7.00029e+09,1500,2018-03-19,4.0,1022.7
RADIUS,7.00001e+09,75,2018-03-19,,51.14
RADIUS,7.00101e+09,125,2018-03-19,2.0,72.73
RADIUS,41731,125,2018-03-19,1.0,80.0
RADIUS,59272,125,2018-03-19,,80.0
RADIUS,7.00016e+09,150,2018-03-19,,102.27
RADIUS,7.02794e+09,125,2018-03-19,,72.73
RADIUS,75419,150,2018-03-19,3.0,112.5
RADIUS,53884,1500,2018-03-19,3.0,735.0
RADIUS,76745,150,2018-03-19,1.0,112.5
RADIUS,76059,125,2018-03-19,,80.0
RADIUS,62018,125,2018-03-19,1.0,80.0
RADIUS,75870,1125,2018-03-19,,551.25
RADIUS,7.02733e+09,250,2018-03-19,,145.45
RADIUS,213957,800,2018-03-19,4.0,356.4
BULK,7.00038e+09,8477,2018-03-26,16.0,3043.24
BULK,16559,3000,2018-03-26,15.0,1396.8
GENERIC,70174,3000,2018-03-26,34.0,1185.0
GENERIC,523,3000,2018-03-26,9.0,1185.0
GENERIC,41432,5000,2018-03-26,44.0,1975.0
GENERIC,26337,5000,2018-03-26,28.0,1975.0
GENERIC,69906,5000,2018-03-26,38.0,1975.0
GENERIC,37184,3000,2018-03-26,32.0,1185.0
GENERIC,31047,3000,2018-03-26,14.0,1185.0
GENERIC,213569,3000,2018-03-26,16.0,1077.0
GENERIC,75885,5000,2018-03-26,23.0,1975.0
RADIUS,208453,75,2018-03-26,4.0,56.25
RADIUS,7.01922e+09,125,2018-03-26,,72.73
RADIUS,54704,250,2018-03-26,,122.5
RADIUS,523,75,2018-03-26,1.0,56.25
RADIUS,211483,375,2018-03-26,5.0,255.68
RADIUS,7.00013e+09,75,2018-03-26,,51.14
RADIUS,84428,125,2018-03-26,2.0,72.73
RADIUS,7.00051e+09,125,2018-03-26,,72.73
RADIUS,7.00009e+09,125,2018-03-26,1.0,72.73
RADIUS,7.02738e+09,375,2018-03-26,1.0,218.18
RADIUS,0,125,2018-03-26,,72.73
RADIUS,212619,250,2018-03-26,1.0,145.45
RADIUS,7.00005e+09,1625,2018-03-26,7.0,945.43
RADIUS,7.02364e+09,125,2018-03-26,1.0,72.73
RADIUS,7.00029e+09,375,2018-03-26,1.0,218.18
RADIUS,7.00029e+09,1125,2018-03-26,2.0,654.53
RADIUS,26513,250,2018-03-26,3.0,122.5
RADIUS,7.00162e+09,750,2018-03-26,1.0,334.13
RADIUS,7.00008e+09,125,2018-03-26,,72.73
RADIUS,7.00004e+09,125,2018-03-26,,72.73
RADIUS,7.01182e+09,125,2018-03-26,,72.73
RADIUS,7.00004e+09,125,2018-03-26,,72.73
RADIUS,7.00038e+09,11000,2018-03-26,11.0,4900.5
RADIUS,7.00038e+09,500,2018-03-26,44.0,222.75
RADIUS,88348,150,2018-03-26,1.0,102.27
RADIUS,213907,125,2018-03-26,,72.73
RADIUS,40364,825,2018-03-26,3.0,618.75
RADIUS,7.02214e+09,250,2018-03-26,,145.45
RADIUS,7.02214e+09,250,2018-03-26,,145.45
RADIUS,7.02642e+09,250,2018-03-26,,145.45
RADIUS,7.00001e+09,75,2018-03-26,,51.14
RADIUS,7.02679e+09,500,2018-03-26,,290.9
RADIUS,7.02679e+09,250,2018-03-26,,145.45
RADIUS,69209,125,2018-03-26,,72.73
RADIUS,73677,6250,2018-03-26,14.0,2784.38
RADIUS,7.02796e+09,125,2018-03-26,1.0,72.73
RADIUS,89949,125,2018-03-26,,80.0
RADIUS,7.00001e+09,75,2018-03-26,,51.14
RADIUS,7.00029e+09,1500,2018-03-26,7.0,1022.7
RADIUS,41731,125,2018-03-26,,80.0
RADIUS,59272,125,2018-03-26,,80.0
RADIUS,53884,750,2018-03-26,3.0,367.5
RADIUS,79633,75,2018-03-26,3.0,51.14
RADIUS,76745,150,2018-03-26,1.0,112.5
RADIUS,75870,750,2018-03-26,5.0,367.5
RADIUS,7.02733e+09,375,2018-03-26,,218.18
BULK,212612,5000,2018-03-26,,1795.0
BULK,77711,3000,2018-03-26,2.0,1269.9
GENERIC,42605,9494,2018-03-26,50.0,3750.13
GENERIC,24146,3000,2018-03-26,8.0,1185.0
GENERIC,73319,5223,2018-03-26,33.0,1875.06
GENERIC,42211,3000,2018-03-26,11.0,1185.0
RADIUS,7.01098e+09,375,2018-03-26,5.0,255.68
BULK,84685,3000,2018-04-02,5.0,1269.9
BULK,45094,3000,2018-04-02,12.0,1396.8
BULK,38793,10000,2018-04-02,,2900.0
GENERIC,72393,3000,2018-04-02,18.0,1185.0
GENERIC,69154,3231,2018-04-02,25.0,1159.93
GENERIC,213309,7500,2018-04-02,11.0,2692.5
GENERIC,70993,3000,2018-04-02,3.0,1185.0
RADIUS,7.01098e+09,3000,2018-04-02,3.0,1136.5
RADIUS,53043,1000,2018-04-02,3.0,490.0
BULK,212605,3000,2018-04-09,2.0,1269.9
BULK,7.00029e+09,1877,2018-04-09,7.0,836.2
GENERIC,69064,3000,2018-04-09,19.0,1077.0
GENERIC,213637,3000,2018-04-09,,1077.0
GENERIC,41432,5000,2018-04-09,17.0,1975.0
GENERIC,37184,3000,2018-04-09,21.0,1185.0
GENERIC,42246,3000,2018-04-09,11.0,1185.0
GENERIC,7.02842e+09,10027,2018-04-09,54.0,3599.7
GENERIC,51338,3000,2018-04-09,13.0,1185.0
RADIUS,7.00249e+09,75,2018-04-09,,51.14
RADIUS,7.01922e+09,125,2018-04-09,,72.73
RADIUS,7.01922e+09,125,2018-04-09,,72.73
RADIUS,54704,1000,2018-04-09,,490.0
RADIUS,213627,500,2018-04-09,,222.75
RADIUS,523,75,2018-04-09,,56.25
RADIUS,7.00007e+09,250,2018-04-09,,145.45
RADIUS,69071,250,2018-04-09,,145.45
RADIUS,72393,125,2018-04-09,1.0,80.0
RADIUS,211483,450,2018-04-09,,306.81
RADIUS,7.00013e+09,225,2018-04-09,2.0,153.41
RADIUS,7.02965e+09,125,2018-04-09,,72.73
RADIUS,7.00004e+09,375,2018-04-09,,218.18
RADIUS,71627,75,2018-04-09,,51.14
RADIUS,7.00051e+09,625,2018-04-09,,363.63
RADIUS,7.0014e+09,125,2018-04-09,,72.73
RADIUS,51006,1500,2018-04-09,1.0,735.0
RADIUS,212619,625,2018-04-09,,363.63
RADIUS,7.00125e+09,125,2018-04-09,1.0,72.73
RADIUS,7.02364e+09,125,2018-04-09,,72.73
RADIUS,7.00029e+09,1125,2018-04-09,,654.53
RADIUS,7.00029e+09,2000,2018-04-09,3.0,1163.6
RADIUS,7.00009e+09,150,2018-04-09,1.0,102.27
RADIUS,7.00162e+09,1125,2018-04-09,1.0,501.19
RADIUS,76142,250,2018-04-09,,160.0
RADIUS,7.00004e+09,125,2018-04-09,1.0,72.73
RADIUS,7.00002e+09,225,2018-04-09,,153.41
RADIUS,212759,75,2018-04-09,,51.14
RADIUS,88348,375,2018-04-09,,255.68
RADIUS,88348,150,2018-04-09,,102.27
RADIUS,213907,125,2018-04-09,,72.73
RADIUS,16012,75,2018-04-09,,56.25
RADIUS,40364,825,2018-04-09,1.0,618.75
RADIUS,7.02214e+09,375,2018-04-09,1.0,218.18
RADIUS,7.02214e+09,250,2018-04-09,1.0,145.45
RADIUS,7.03235e+09,250,2018-04-09,,145.45
RADIUS,7.02679e+09,375,2018-04-09,,218.18
RADIUS,7.02679e+09,500,2018-04-09,,290.9
RADIUS,7.03e+09,75,2018-04-09,,51.14
RADIUS,73311,125,2018-04-09,1.0,72.73
RADIUS,7.01215e+09,75,2018-04-09,1.0,51.14
RADIUS,69209,375,2018-04-09,,218.18
RADIUS,69217,125,2018-04-09,,72.73
RADIUS,208047,300,2018-04-09,4.0,225.0
RADIUS,73677,11250,2018-04-09,15.0,5011.88
RADIUS,7.00083e+09,75,2018-04-09,4.0,51.14
RADIUS,7.0008e+09,250,2018-04-09,,111.38
RADIUS,7.00029e+09,3150,2018-04-09,,2147.67
RADIUS,7.00001e+09,150,2018-04-09,,102.27
RADIUS,7.00101e+09,125,2018-04-09,,72.73
RADIUS,41731,125,2018-04-09,1.0,80.0
RADIUS,59272,250,2018-04-09,1.0,160.0
RADIUS,7.00016e+09,75,2018-04-09,,51.14
RADIUS,7.02794e+09,125,2018-04-09,,72.73
RADIUS,75419,75,2018-04-09,2.0,56.25
RADIUS,53884,3440,2018-04-09,10.0,1685.6
RADIUS,211835,525,2018-04-09,,357.95
RADIUS,209453,75,2018-04-09,,51.14
RADIUS,76059,250,2018-04-09,,160.0
RADIUS,7.02733e+09,250,2018-04-09,,145.45
RADIUS,7.02733e+09,1000,2018-04-09,,581.8
RADIUS,89698,1600,2018-04-09,19.0,784.0
RADIUS,7.00001e+09,1600,2018-04-09,,712.8
RADIUS,211891,1000,2018-04-09,2.0,445.5
RADIUS,211835,19200,2018-04-09,27.0,6892.8
RADIUS,16559,800,2018-04-09,,356.4
GENERIC,69140,6574,2018-04-09,30.0,2360.07
GENERIC,213309,4000,2018-04-09,27.0,1436.0
GENERIC,70993,3000,2018-04-09,20.0,1185.0
GENERIC,31762,4566,2018-04-09,15.0,1799.62
GENERIC,213388,3000,2018-04-09,16.0,1077.0
GENERIC,213524,17775,2018-04-09,85.0,6381.23
GENERIC,213524,14817,2018-04-09,68.0,5319.3
RADIUS,37441,600,2018-04-09,2.0,294.0
RADIUS,88348,3000,2018-04-09,3.0,1269.9
